sample_index,timestamp_s,power_w,util_pct,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
0,0.002853973,248.965000000,100,1380,1215,48,4
1,0.010189414,248.965000000,100,1380,1215,48,4
2,0.020190264,199.246000000,100,1380,1215,48,4
3,0.030190674,199.246000000,100,1380,1215,48,4
4,0.040194259,199.246000000,100,1380,1215,48,4
5,0.050190471,199.246000000,100,1380,1215,48,4
6,0.060191471,199.246000000,100,1380,1215,48,4
7,0.070192763,199.246000000,100,1380,1215,48,4
8,0.080192792,199.246000000,100,1380,1215,48,4
9,0.090191578,199.246000000,100,1380,1215,48,4
10,0.100191767,199.246000000,100,1380,1215,48,4
11,0.110192096,199.246000000,100,1395,1215,48,4
12,0.120194730,254.343000000,100,1395,1215,48,4
13,0.130192675,254.343000000,100,1395,1215,48,4
14,0.140189548,254.343000000,100,1395,1215,48,4
15,0.150188114,254.343000000,100,1395,1215,48,4
16,0.160191339,254.343000000,100,1395,1215,48,4
17,0.170191147,254.343000000,100,1395,1215,48,4
18,0.180190936,254.343000000,100,1395,1215,48,4
19,0.190191045,254.343000000,100,1395,1215,48,4
20,0.200190853,254.343000000,100,1395,1215,48,4
21,0.210190712,254.343000000,100,1395,1215,48,4
22,0.220189608,255.433000000,100,1395,1215,49,4
23,0.230189998,255.433000000,100,1395,1215,49,4
24,0.240190788,255.433000000,100,1395,1215,49,4
25,0.250191588,255.433000000,100,1395,1215,49,4
26,0.260189293,255.433000000,100,1395,1215,49,4
27,0.270192027,255.433000000,100,1395,1215,49,4
28,0.280192306,255.433000000,100,1395,1215,49,4
29,0.290189901,255.433000000,100,1395,1215,49,4
30,0.300189348,255.433000000,100,1395,1215,49,4
31,0.310190579,255.433000000,100,1395,1215,49,4
32,0.320188945,252.700000000,96,1395,1215,49,4
33,0.330190246,252.700000000,96,1395,1215,49,4
34,0.340189995,252.700000000,96,1395,1215,49,4
35,0.350189923,252.700000000,96,1395,1215,49,4
36,0.360189982,252.700000000,96,1395,1215,49,4
37,0.370188759,252.700000000,96,1395,1215,49,4
38,0.380190010,252.700000000,96,1395,1215,49,4
39,0.390189017,252.700000000,96,1395,1215,49,4
40,0.400189226,252.700000000,96,1395,1215,49,4
41,0.410190697,252.700000000,96,1395,1215,49,4
42,0.420188502,254.938000000,96,1395,1215,49,4
43,0.430190274,254.938000000,96,1395,1215,49,4
44,0.440190774,254.938000000,96,1395,1215,49,4
45,0.450190622,254.938000000,96,1395,1215,49,4
46,0.460190321,254.938000000,96,1395,1215,49,4
47,0.470190379,254.938000000,96,1395,1215,49,4
48,0.480188064,254.938000000,96,1395,1215,49,4
49,0.490190187,254.938000000,96,1395,1215,49,4
50,0.500189705,254.938000000,96,1395,1215,49,4
51,0.510190795,254.938000000,96,1395,1215,49,4
52,0.520192307,254.938000000,96,1395,1215,49,4
53,0.530188378,255.706000000,100,1395,1215,49,4
54,0.540189028,255.706000000,100,1395,1215,49,4
55,0.550190410,255.706000000,100,1395,1215,49,4
56,0.560189427,255.706000000,100,1395,1215,49,4
57,0.570191269,255.706000000,100,1395,1215,49,4
58,0.580189575,255.706000000,100,1395,1215,49,4
59,0.590189764,255.706000000,100,1395,1215,49,4
60,0.600187248,255.706000000,100,1395,1215,49,4
61,0.610190553,255.706000000,100,1380,1215,49,4
62,0.620189740,255.706000000,100,1380,1215,49,4
63,0.630189899,255.706000000,100,1380,1215,49,4
64,0.640188325,255.706000000,100,1380,1215,49,4
65,0.650189656,255.706000000,100,1380,1215,49,4
66,0.660190567,255.706000000,100,1380,1215,49,4
67,0.670189153,255.706000000,100,1380,1215,49,4
68,0.680190474,255.706000000,100,1380,1215,49,4
69,0.690189351,255.706000000,100,1380,1215,49,4
70,0.700190081,255.706000000,100,1380,1215,49,4
71,0.710188016,255.706000000,100,1380,1215,49,4
72,0.720190579,247.049000000,100,1380,1215,49,4
73,0.730189286,247.049000000,100,1380,1215,49,4
74,0.740187962,247.049000000,100,1380,1215,49,4
75,0.750190355,247.049000000,100,1380,1215,49,4
76,0.760189763,247.049000000,100,1380,1215,49,4
77,0.770189942,247.049000000,100,1380,1215,49,4
78,0.780190031,247.049000000,100,1380,1215,49,4
79,0.790189840,247.049000000,100,1380,1215,49,4
80,0.800190149,247.049000000,100,1380,1215,49,4
81,0.810190739,246.534000000,100,1395,1215,49,4
82,0.820189605,246.534000000,100,1395,1215,49,4
83,0.830189945,246.534000000,100,1395,1215,49,4
84,0.840187349,246.534000000,100,1395,1215,49,4
85,0.850190143,246.534000000,100,1395,1215,49,4
86,0.860188799,246.534000000,100,1395,1215,49,4
87,0.870189209,246.534000000,100,1395,1215,49,4
88,0.880189498,246.534000000,100,1395,1215,49,4
89,0.890190118,246.534000000,100,1395,1215,49,4
90,0.900189766,246.534000000,100,1395,1215,49,4
91,0.910189865,246.534000000,100,1335,1215,49,4
92,0.920189533,246.819000000,100,1335,1215,49,4
93,0.930189121,246.819000000,100,1335,1215,49,4
94,0.940189942,246.819000000,100,1335,1215,49,4
95,0.950189119,246.819000000,100,1335,1215,49,4
96,0.960188917,246.819000000,100,1335,1215,49,4
97,0.970188385,246.819000000,100,1335,1215,49,4
98,0.980189736,246.819000000,100,1335,1215,49,4
99,0.990190967,246.819000000,100,1335,1215,49,4
100,1.000189684,246.819000000,100,1335,1215,49,4
101,1.010191576,246.819000000,100,1365,1215,49,4
102,1.020190413,236.844000000,100,1365,1215,49,4
103,1.030190532,236.844000000,100,1365,1215,49,4
104,1.040189378,236.844000000,100,1365,1215,49,4
105,1.050189728,236.844000000,100,1365,1215,49,4
106,1.060187112,236.844000000,100,1365,1215,49,4
107,1.070190807,236.844000000,100,1365,1215,49,4
108,1.080187520,236.844000000,100,1365,1215,49,4
109,1.090190514,236.844000000,100,1365,1215,49,4
110,1.100189832,236.844000000,100,1365,1215,49,4
111,1.110189660,236.844000000,100,1380,1215,49,4
112,1.120190781,244.014000000,100,1380,1215,49,4
113,1.130189538,244.014000000,100,1380,1215,49,4
114,1.140189857,244.014000000,100,1380,1215,49,4
115,1.150189315,244.014000000,100,1380,1215,49,4
116,1.160191067,244.014000000,100,1380,1215,49,4
117,1.170190775,244.014000000,100,1380,1215,49,4
118,1.180190503,244.014000000,100,1380,1215,49,4
119,1.190189370,244.014000000,100,1380,1215,49,4
120,1.200190461,244.014000000,100,1380,1215,49,4
121,1.210189598,244.014000000,100,1395,1215,49,4
122,1.220187984,249.674000000,100,1395,1215,49,4
123,1.230190277,249.674000000,100,1395,1215,49,4
124,1.240190496,249.674000000,100,1395,1215,49,4
125,1.250189483,249.674000000,100,1395,1215,49,4
126,1.260190504,249.674000000,100,1395,1215,49,4
127,1.270190081,249.674000000,100,1395,1215,49,4
128,1.280187155,249.674000000,100,1395,1215,49,4
129,1.290191161,249.674000000,100,1395,1215,49,4
130,1.300188355,249.674000000,100,1395,1215,49,4
131,1.310191730,249.674000000,100,1395,1215,49,4
132,1.320190626,252.797000000,100,1395,1215,49,4
133,1.330191196,252.797000000,100,1395,1215,49,4
134,1.340189572,252.797000000,100,1395,1215,49,4
135,1.350190202,252.797000000,100,1395,1215,49,4
136,1.360189770,252.797000000,100,1395,1215,49,4
137,1.370190851,252.797000000,100,1395,1215,49,4
138,1.380190128,252.797000000,100,1395,1215,49,4
139,1.390191219,252.797000000,100,1395,1215,49,4
140,1.400189545,252.797000000,100,1395,1215,49,4
141,1.410191738,252.797000000,100,1395,1215,49,4
142,1.420191676,256.006000000,100,1395,1215,49,4
143,1.430190242,256.006000000,100,1395,1215,49,4
144,1.440190742,256.006000000,100,1395,1215,49,4
145,1.450187665,256.006000000,100,1395,1215,49,4
146,1.460190479,256.006000000,100,1395,1215,49,4
147,1.470190588,256.006000000,100,1395,1215,49,4
